id,title,author,license,url
127907,Rest,Steve Combs,ccby,https://freemusicarchive.org/music/Steve_Combs/Vanity_Fair_w_The_Pardos/Steve_Combs_-_Vanity_Fair_-_05_Rest/
127936,Armageddon,Synapsis,ccby,https://freemusicarchive.org/music/Synapsis/Armageddon/Armageddon/
127947,To be like a chased rabbit,Alpha Hydrae,cc0,https://freemusicarchive.org/music/Alpha_Hydrae/Peace_Love_Respect_Overdrive/Alpha_Hydrae_-_Alpha_Hydrae_-_Peace_Love_Respect_Overdrive_-_01_To_be_like_a_chased_rabbit/
127951,Paix,Alpha Hydrae,cc0,https://freemusicarchive.org/music/Alpha_Hydrae/Peace_Love_Respect_Overdrive/Alpha_Hydrae_-_Alpha_Hydrae_-_Peace_Love_Respect_Overdrive_-_03_Paix/
127952,All you need is noise,Alpha Hydrae,cc0,https://freemusicarchive.org/music/Alpha_Hydrae/Peace_Love_Respect_Overdrive/Alpha_Hydrae_-_Alpha_Hydrae_-_Peace_Love_Respect_Overdrive_-_04_All_you_need_is_noise/
127953,Histoire de fantome chinois V,Alpha Hydrae,cc0,https://freemusicarchive.org/music/Alpha_Hydrae/Peace_Love_Respect_Overdrive/Alpha_Hydrae_-_Alpha_Hydrae_-_Peace_Love_Respect_Overdrive_-_05_Histoire_de_fantome_chinois_V/
127954,Amour,Alpha Hydrae,cc0,https://freemusicarchive.org/music/Alpha_Hydrae/Peace_Love_Respect_Overdrive/Alpha_Hydrae_-_Alpha_Hydrae_-_Peace_Love_Respect_Overdrive_-_06_Amour/
127955,Une copie d'une copie d'une copie...,Alpha Hydrae,cc0,https://freemusicarchive.org/music/Alpha_Hydrae/Peace_Love_Respect_Overdrive/Alpha_Hydrae_-_Alpha_Hydrae_-_Peace_Love_Respect_Overdrive_-_07_Une_copie_dune_copie_dune_copie/
127956,Respect,Alpha Hydrae,cc0,https://freemusicarchive.org/music/Alpha_Hydrae/Peace_Love_Respect_Overdrive/Alpha_Hydrae_-_Alpha_Hydrae_-_Peace_Love_Respect_Overdrive_-_08_Respect/
127957,Il y a du bruit partout,Alpha Hydrae,cc0,https://freemusicarchive.org/music/Alpha_Hydrae/Peace_Love_Respect_Overdrive/Alpha_Hydrae_-_Alpha_Hydrae_-_Peace_Love_Respect_Overdrive_-_09_Il_y_a_du_bruit_partout/
127958,Ce qui traverse,Alpha Hydrae,cc0,https://freemusicarchive.org/music/Alpha_Hydrae/Peace_Love_Respect_Overdrive/Alpha_Hydrae_-_Alpha_Hydrae_-_Peace_Love_Respect_Overdrive_-_10_Ce_qui_traverse/
127959,Être à côté de ses pompes,Alpha Hydrae,cc0,https://freemusicarchive.org/music/Alpha_Hydrae/Peace_Love_Respect_Overdrive/Alpha_Hydrae_-_Alpha_Hydrae_-_Peace_Love_Respect_Overdrive_-_11_tre__ct_de_ses_pompes/
127960,Looping,Alpha Hydrae,cc0,https://freemusicarchive.org/music/Alpha_Hydrae/Peace_Love_Respect_Overdrive/Alpha_Hydrae_-_Alpha_Hydrae_-_Peace_Love_Respect_Overdrive_-_12_Looping/
127961,Six jours sans pluie,Alpha Hydrae,cc0,https://freemusicarchive.org/music/Alpha_Hydrae/Peace_Love_Respect_Overdrive/Alpha_Hydrae_-_Alpha_Hydrae_-_Peace_Love_Respect_Overdrive_-_13_Six_jours_sans_pluie/
127962,Hashi&Kiku,Alpha Hydrae,cc0,https://freemusicarchive.org/music/Alpha_Hydrae/Peace_Love_Respect_Overdrive/Alpha_Hydrae_-_Alpha_Hydrae_-_Peace_Love_Respect_Overdrive_-_14_HashiKiku/
127963,La Pêche,Alpha Hydrae,cc0,https://freemusicarchive.org/music/Alpha_Hydrae/Peace_Love_Respect_Overdrive/Alpha_Hydrae_-_Alpha_Hydrae_-_Peace_Love_Respect_Overdrive_-_15_La_Pche/
127964,Trouvée dans la traduction,Alpha Hydrae,cc0,https://freemusicarchive.org/music/Alpha_Hydrae/Peace_Love_Respect_Overdrive/Alpha_Hydrae_-_Alpha_Hydrae_-_Peace_Love_Respect_Overdrive_-_16_Trouve_dans_la_traduction/
127965,Véritable niaiseux,Alpha Hydrae,cc0,https://freemusicarchive.org/music/Alpha_Hydrae/Peace_Love_Respect_Overdrive/Alpha_Hydrae_-_Alpha_Hydrae_-_Peace_Love_Respect_Overdrive_-_17_Vritable_niaiseux/
127966,Overdrive,Alpha Hydrae,cc0,https://freemusicarchive.org/music/Alpha_Hydrae/Peace_Love_Respect_Overdrive/Alpha_Hydrae_-_Alpha_Hydrae_-_Peace_Love_Respect_Overdrive_-_18_Overdrive/
127967,Vivre sur le fil,Alpha Hydrae,cc0,https://freemusicarchive.org/music/Alpha_Hydrae/Peace_Love_Respect_Overdrive/Alpha_Hydrae_-_Alpha_Hydrae_-_Peace_Love_Respect_Overdrive_-_02_Vivre_sur_le_fil/
127996,Labyrinth,Sergey Cheremisinov,ccby,https://freemusicarchive.org/music/Sergey_Cheremisinov/Forgotten_Stars/Sergey_Cheremisinov_-_Forgotten_Stars_-_01_Labyrinth/
128120,Monachine,PC-ONE,ccby,https://freemusicarchive.org/music/PC-ONE/Monachine_instrumental/Monachine/
128452,Snowmen,Kai Engel,ccby,https://freemusicarchive.org/music/Kai_Engel/Chapter_One__Cold/Kai_Engel_-_Chapter_One_-_Cold_-_04_Snowmen/
128457,Nothing (Bonus Track),Kai Engel,ccby,https://freemusicarchive.org/music/Kai_Engel/Chapter_One__Cold/Kai_Engel_-_Chapter_One_-_Cold_-_09_Nothing_Bonus_Track/
128522,New Boots Rag,Doctor Turtle,ccby,https://freemusicarchive.org/music/Doctor_Turtle/Jonahs_Message_for_New_York/new_boots_rag/
128671,French-kiss Mommy's Aunt,FMA Overlords,cc0,https://freemusicarchive.org/music/FMA_Overlords/FMA_Fundrasier_2015/French-kiss_Mommys_Aunt_1880/
128703,Marie Curie,The Crypts,ccby,https://freemusicarchive.org/music/The_Crypts/Discover_Science/The_Crypts_-_02_-_Marie_Curie/
128704,Civil Servant Cyborg,The Crypts,ccby,https://freemusicarchive.org/music/The_Crypts/Discover_Science/The_Crypts_-_05_-_Civil_Servant_Cyborg/
128705,Gila Monster Flop,The Crypts,ccby,https://freemusicarchive.org/music/The_Crypts/Discover_Science/The_Crypts_-_01_-_Gila_Monster_Flop/
128706,Medusa's On The Loose,The Crypts,ccby,https://freemusicarchive.org/music/The_Crypts/Discover_Science/The_Crypts_-_03_-_Medusas_On_The_Loose/
128708,Butterchops,The Crypts,ccby,https://freemusicarchive.org/music/The_Crypts/Discover_Science/The_Crypts_-_06_-_Butterchops/
128709,Ate A Pizza,The Crypts,ccby,https://freemusicarchive.org/music/The_Crypts/Discover_Science/The_Crypts_-_07_-_Ate_A_Pizza/
128710,Ghost Baby,The Crypts,ccby,https://freemusicarchive.org/music/The_Crypts/Discover_Science/The_Crypts_-_08_-_Ghost_Baby/
128711,Junky Magician,The Crypts,ccby,https://freemusicarchive.org/music/The_Crypts/Discover_Science/The_Crypts_-_09_-_Junky_Magician/
128725,Desacelerate,The Mugris,ccby,https://freemusicarchive.org/music/The_Mugris/Denavi_Experience/The_Mugris_-_01_-_Desacelerate/
128726,Viaje a Indochina,The Mugris,ccby,https://freemusicarchive.org/music/The_Mugris/Denavi_Experience/The_Mugris_-_04_-_Viaje_a_Indochina/
128727,FUXIA to Randall,The Mugris,ccby,https://freemusicarchive.org/music/The_Mugris/Denavi_Experience/The_Mugris_-_03_-_Fuxia_to_Randall/
128728,We are from Talcahuano,The Mugris,ccby,https://freemusicarchive.org/music/The_Mugris/Denavi_Experience/The_Mugris_-_06_-_We_are_from_Denavi/
128729,G4B1,The Mugris,ccby,https://freemusicarchive.org/music/The_Mugris/Denavi_Experience/The_Mugris_-_05_-_G4B1/
128730,The Spirits of Amiguines,The Mugris,ccby,https://freemusicarchive.org/music/The_Mugris/Denavi_Experience/The_Mugris_-_08_-_The_Spirits_of_Amiguines/
128731,Awesome Tapes From Denavi,The Mugris,ccby,https://freemusicarchive.org/music/The_Mugris/Denavi_Experience/The_Mugris_-_07_-_Awesome_Tapes_From_Talcahuano/
128732,Discocholgue,The Mugris,ccby,https://freemusicarchive.org/music/The_Mugris/Denavi_Experience/The_Mugris_-_11_-_Discocholgue/
128733,Fuego camina conmigo,The Mugris,ccby,https://freemusicarchive.org/music/The_Mugris/Denavi_Experience/The_Mugris_-_09_-_Fuego_camina_conmigo/
128734,Se tu mismo,The Mugris,ccby,https://freemusicarchive.org/music/The_Mugris/Denavi_Experience/The_Mugris_-_10_-_Se_tu_mismo/
128735,The Golden Pibe,The Mugris,ccby,https://freemusicarchive.org/music/The_Mugris/Denavi_Experience/The_Mugris_-_02_-_The_Golden_Pibe/
128758,Here Come The Horses,Synapsis,ccby,https://freemusicarchive.org/music/Synapsis/Armageddon/Here_Come_The_Horses_Master/
128759,Atrusion Fusion,Synapsis,ccby,https://freemusicarchive.org/music/Synapsis/Armageddon/Atrusion_Fusion/
128760,AT1,Synapsis,ccby,https://freemusicarchive.org/music/Synapsis/Armageddon/AT1/
128899,Waterthrush,Return to Normal,ccby,https://freemusicarchive.org/music/Return_to_Normal/The_Briars_and_the_Brome/Return_to_Normal_-_11_-_Waterthrush/
128980,Holograma Waves,The Mugris,ccby,https://freemusicarchive.org/music/The_Mugris/Talcahuano_Summer/The_Mugris_-_01_-_Holograma_Waves/
128981,Talcahuano Hallucination Dance,The Mugris,ccby,https://freemusicarchive.org/music/The_Mugris/Talcahuano_Summer/The_Mugris_-_02_-_Talcahuano_Hallucination_Dance/
128982,El Mundo Submarino,The Mugris,ccby,https://freemusicarchive.org/music/The_Mugris/Talcahuano_Summer/The_Mugris_-_03_-_El_Mundo_Submarino/
128983,Tsunami,The Mugris,ccby,https://freemusicarchive.org/music/The_Mugris/Talcahuano_Summer/The_Mugris_-_04_-_Tsunami/
128984,Astral Vomitory Rave,The Mugris,ccby,https://freemusicarchive.org/music/The_Mugris/Talcahuano_Summer/The_Mugris_-_05_-_Astral_Vomitory_Rave/
128985,Viva La Fiesta,The Mugris,ccby,https://freemusicarchive.org/music/The_Mugris/Talcahuano_Summer/The_Mugris_-_06_-_Viva_La_Fiesta/
128986,El Nuevo Baile,The Mugris,ccby,https://freemusicarchive.org/music/The_Mugris/Talcahuano_Summer/The_Mugris_-_07_-_El_Nuevo_Baile/
129002,Running free,bbatv,ccby,https://freemusicarchive.org/music/bbatv/PEACE_is_king_here/bbatv_-_PEACE_is_king_here_-_01_Running_free/
129003,Oscillator,bbatv,ccby,https://freemusicarchive.org/music/bbatv/PEACE_is_king_here/bbatv_-_PEACE_is_king_here_-_02_Oscillator/
129004,That feeling you give me.,bbatv,ccby,https://freemusicarchive.org/music/bbatv/PEACE_is_king_here/bbatv_-_PEACE_is_king_here_-_03_That_feeling_you_give_me/
129005,"a long night,",bbatv,ccby,https://freemusicarchive.org/music/bbatv/PEACE_is_king_here/bbatv_-_PEACE_is_king_here_-_04_a_long_night/
129006,"""why?""",bbatv,ccby,https://freemusicarchive.org/music/bbatv/PEACE_is_king_here/bbatv_-_PEACE_is_king_here_-_05_-why-/
129007,keep your heart close to your chest.,bbatv,ccby,https://freemusicarchive.org/music/bbatv/PEACE_is_king_here/bbatv_-_PEACE_is_king_here_-_06_keep_your_heart_close_to_your_chest/
129008,Nice To,bbatv,ccby,https://freemusicarchive.org/music/bbatv/PEACE_is_king_here/bbatv_-_PEACE_is_king_here_-_07_Nice_To/
129009,", isn't the rain nice today?",bbatv,ccby,https://freemusicarchive.org/music/bbatv/PEACE_is_king_here/bbatv_-_PEACE_is_king_here_-_08__isnt_the_rain_nice_today-/
129010,//comfort in uncertainty,bbatv,ccby,https://freemusicarchive.org/music/bbatv/PEACE_is_king_here/bbatv_-_PEACE_is_king_here_-_09_-comfort_in_uncertainty/
129077,Let's Just Get Through Christmas,Doctor Turtle,ccby,https://freemusicarchive.org/music/Doctor_Turtle/Jonahs_Message_for_New_York/lets_just_get_through_christmas/
129078,Tundra,Boris Morozoff,ccby,https://freemusicarchive.org/music/Boris_Morozoff/Feel_The_Summer/Boris_Morozoff_-_02_-_Tundra/
129079,Monsters,Boris Morozoff,ccby,https://freemusicarchive.org/music/Boris_Morozoff/Feel_The_Summer/Boris_Morozoff_-_04_-_Monsters/
129080,Feel The Summer,Boris Morozoff,ccby,https://freemusicarchive.org/music/Boris_Morozoff/Feel_The_Summer/Feel_The_Summer/
129081,UFO,Boris Morozoff,ccby,https://freemusicarchive.org/music/Boris_Morozoff/Feel_The_Summer/Boris_Morozoff_-_03_-_Ufo/
129087,Worky Worky,Andy G. Cohen,ccby,https://freemusicarchive.org/music/Andy_G_Cohen/Through_The_Lens/Andy_G_Cohen_-_Worky_Worky/
129099,52 weeks,Jorge Mario Zuleta,ccby,https://freemusicarchive.org/music/Jorge_Mario_Zuleta/The_52_Weeks_Project/52Soundtrack/
129183,Just A Blip,Andy G. Cohen,ccby,https://freemusicarchive.org/music/Andy_G_Cohen/Through_The_Lens/Andy_G_Cohen_-_Just_A_Blip/
129259,Good Files,FMA Overlords,cc0,https://freemusicarchive.org/music/FMA_Overlords/FMA_Fundrasier_2015/gentil_-_Good_Files/
129260,Be Yourself,Kaos Steve,ccby,https://freemusicarchive.org/music/Kaos_Steve/Believe_In_Yourself/Kaos_Steve_-_Be_Yourself_Prod_Dalen_Beats/
129261,Coda,The IMG,ccby,https://freemusicarchive.org/music/The_IMG/Kaleidoscope_1819/Coda/
129262,The Contract,The IMG,ccby,https://freemusicarchive.org/music/The_IMG/Kaleidoscope_1819/Contract_1591/
129263,Don't Leave Me,The IMG,ccby,https://freemusicarchive.org/music/The_IMG/Kaleidoscope_1819/Dont_Leave_Me/
129264,Live With Me,The IMG,ccby,https://freemusicarchive.org/music/The_IMG/Kaleidoscope_1819/Live_With_Me/
129265,Moontime,The IMG,ccby,https://freemusicarchive.org/music/The_IMG/Kaleidoscope_1819/Moontime/
129266,Stolen Prey,The IMG,ccby,https://freemusicarchive.org/music/The_IMG/Kaleidoscope_1819/Stolen_Prey/
129267,Time Doesn't Wait,The IMG,ccby,https://freemusicarchive.org/music/The_IMG/Kaleidoscope_1819/Time_Doesnt_Wait/
129268,Under The Sea,The IMG,ccby,https://freemusicarchive.org/music/The_IMG/Kaleidoscope_1819/Under_The_Sea/
129269,The Closest Enemy,The IMG,ccby,https://freemusicarchive.org/music/The_IMG/Kaleidoscope_1819/The_Closest_Enemy/
129399,Don't You Think It's Time?,Andy G. Cohen,ccby,https://freemusicarchive.org/music/Andy_G_Cohen/Through_The_Lens/Andy_G_Cohen_-_Dont_You_Think_Its_Time/
129744,Summer Girls,David Mumford,ccby,https://freemusicarchive.org/music/David_Mumford/Night_Moves/David_Mumford_-_Summer_Girls/
129754,A Piece Of Peace (Instrumental),P C III,ccby,https://freemusicarchive.org/music/P_C_III/A_Piece_of_Peace_Instrumental/A_Piece_Of_Peace/
129794,Come Home,Elysian Bailey,ccby,https://freemusicarchive.org/music/Elysian_Bailey/Singles/Come_Home/
129795,Every Time,Elysian Bailey,ccby,https://freemusicarchive.org/music/Elysian_Bailey/Singles/Every_Time/
129797,They're Coming,Elysian Bailey,ccby,https://freemusicarchive.org/music/Elysian_Bailey/Singles/Theyre_Coming/
129873,Manly Nunn Steps Out,Doctor Turtle,ccby,https://freemusicarchive.org/music/Doctor_Turtle/Jonahs_Message_for_New_York/manly_nunn_steps_out_v2/
129962,Lights Up,Pipe Choir,ccby,https://freemusicarchive.org/music/Pipe_Choir/Pipe_Choir/Lights_Up/
129963,A Dark Blue Arc,Pipe Choir,ccby,https://freemusicarchive.org/music/Pipe_Choir/Pipe_Choir/A_Dark_Blue_Arc/
129964,5 Station 5,Pipe Choir,ccby,https://freemusicarchive.org/music/Pipe_Choir/Pipe_Choir/5_Station_5/
129965,The Wind Is Rising,Pipe Choir,ccby,https://freemusicarchive.org/music/Pipe_Choir/Pipe_Choir/The_Wind_Is_Rising/
129968,Infinite Light,Pipe Choir,ccby,https://freemusicarchive.org/music/Pipe_Choir/Pipe_Choir/Infinite_Light/
129969,Sonzis FM,Pipe Choir,ccby,https://freemusicarchive.org/music/Pipe_Choir/Pipe_Choir/Sonzis_FM/
129970,On Axis,Pipe Choir,ccby,https://freemusicarchive.org/music/Pipe_Choir/Pipe_Choir/On_Axis_1697/
129971,Dream On,Pipe Choir,ccby,https://freemusicarchive.org/music/Pipe_Choir/Pipe_Choir/Dream_On_1160/
129972,Mettle,Pipe Choir,ccby,https://freemusicarchive.org/music/Pipe_Choir/Pipe_Choir/Mettle/
129973,Savior,Pipe Choir,ccby,https://freemusicarchive.org/music/Pipe_Choir/Pipe_Choir/Savior/
130019,crunch berry,Uncle Milk,ccby,https://freemusicarchive.org/music/Uncle_Milk/Nostalgia_at_any_rate/02_crunch_berry/
130020,Altitude like Alton,Uncle Milk,ccby,https://freemusicarchive.org/music/Uncle_Milk/Nostalgia_at_any_rate/01_Altitude_like_Alton/
130021,the device,Uncle Milk,ccby,https://freemusicarchive.org/music/Uncle_Milk/Nostalgia_at_any_rate/03_the_device/
130022,Majong,Uncle Milk,ccby,https://freemusicarchive.org/music/Uncle_Milk/Nostalgia_at_any_rate/04_Majong/
130023,rah,Uncle Milk,ccby,https://freemusicarchive.org/music/Uncle_Milk/Nostalgia_at_any_rate/05_rah/
130024,double bay garage (i),Uncle Milk,ccby,https://freemusicarchive.org/music/Uncle_Milk/Nostalgia_at_any_rate/06_double_bay_garage_i/
130025,double bay garage (ii),Uncle Milk,ccby,https://freemusicarchive.org/music/Uncle_Milk/Nostalgia_at_any_rate/07_double_bay_garage_ii/
130026,no more sand lots,Uncle Milk,ccby,https://freemusicarchive.org/music/Uncle_Milk/Nostalgia_at_any_rate/08_no_more_sand_lots/
130027,things to say,Uncle Milk,ccby,https://freemusicarchive.org/music/Uncle_Milk/Nostalgia_at_any_rate/09_things_to_say/
130028,seasick,Uncle Milk,ccby,https://freemusicarchive.org/music/Uncle_Milk/Nostalgia_at_any_rate/10_seasick/
130029,Jurius,Uncle Milk,ccby,https://freemusicarchive.org/music/Uncle_Milk/Nostalgia_at_any_rate/11_Jurius/
130030,TimeTrain,P C III,ccby,https://freemusicarchive.org/music/P_C_III/TimeTrain/TimeTrain/
130043,Stella,Elysian Bailey,ccby,https://freemusicarchive.org/music/Elysian_Bailey/Singles/elysian_bailey_-_01_-_Stella/
130129,Artificial anxiety,Michett,ccby,https://freemusicarchive.org/music/Michett/Palettes/Michett-Artificial_anxiety/
130130,Atmo,Michett,ccby,https://freemusicarchive.org/music/Michett/Palettes/Michett-Atmo/
130131,Brood,Michett,ccby,https://freemusicarchive.org/music/Michett/Palettes/Michett-Brood/
130132,Droids in a bar,Michett,ccby,https://freemusicarchive.org/music/Michett/Palettes/Michett-Droids_in_a_bar/
130133,Minora,Michett,ccby,https://freemusicarchive.org/music/Michett/Palettes/Michett-Minora/
130134,Oceanic,Michett,ccby,https://freemusicarchive.org/music/Michett/Palettes/Michett-Oceanic/
130135,Picnic at the reactor,Michett,ccby,https://freemusicarchive.org/music/Michett/Palettes/Michett-Picnic_at_the_reactor/
130136,Wet,Michett,ccby,https://freemusicarchive.org/music/Michett/Palettes/Michett-Wet/
130137,Yurtology,Michett,ccby,https://freemusicarchive.org/music/Michett/Palettes/Michett-Yurtology/
130218,Changes,OpVious,ccby,https://freemusicarchive.org/music/OpVious/Changes/OpVious_-_Changes/
130283,a1,Kοκκαλα,ccby,https://freemusicarchive.org/music/K/___1953/K_-____-_01_a1/
130284,a2,Kοκκαλα,ccby,https://freemusicarchive.org/music/K/___1953/K_-____-_02_a2/
130285,a3,Kοκκαλα,ccby,https://freemusicarchive.org/music/K/___1953/K_-____-_03_a3/
130286,a4,Kοκκαλα,ccby,https://freemusicarchive.org/music/K/___1953/K_-____-_04_a4/
130287,a5,Kοκκαλα,ccby,https://freemusicarchive.org/music/K/___1953/K_-____-_05_a5/
130288,a6,Kοκκαλα,ccby,https://freemusicarchive.org/music/K/___1953/K_-____-_06_a6/
130289,a7,Kοκκαλα,ccby,https://freemusicarchive.org/music/K/___1953/K_-____-_07_a7/
130290,a8,Kοκκαλα,ccby,https://freemusicarchive.org/music/K/___1953/K_-____-_08_a8/
130291,a9,Kοκκαλα,ccby,https://freemusicarchive.org/music/K/___1953/K_-____-_09_a9/
130292,β1,Kοκκαλα,ccby,https://freemusicarchive.org/music/K/___1953/K_-____-_10_1/
130293,β2,Kοκκαλα,ccby,https://freemusicarchive.org/music/K/___1953/K_-____-_11_2/
130294,β3,Kοκκαλα,ccby,https://freemusicarchive.org/music/K/___1953/K_-____-_12_3/
130295,β4,Kοκκαλα,ccby,https://freemusicarchive.org/music/K/___1953/K_-____-_13_4/
130296,β5,Kοκκαλα,ccby,https://freemusicarchive.org/music/K/___1953/K_-____-_14_5/
130297,β6,Kοκκαλα,ccby,https://freemusicarchive.org/music/K/___1953/K_-____-_15_6/
130298,β7,Kοκκαλα,ccby,https://freemusicarchive.org/music/K/___1953/K_-____-_16_7/
130299,β8,Kοκκαλα,ccby,https://freemusicarchive.org/music/K/___1953/K_-____-_17_8/
130358,"Database of Problems, Rolodex of Lies",Doctor Turtle,ccby,https://freemusicarchive.org/music/Doctor_Turtle/Jonahs_Message_for_New_York/Database_of_Problems_Rolodex_of_Lies/
130373,Respira,Jacopo Tore,ccby,https://freemusicarchive.org/music/Jacopo_Tore/Reading_Sassari_2015/CD_Reading_Sassari_2015_-_1_Respira/
130374,OK l'after è giusto!,Jacopo Tore,ccby,https://freemusicarchive.org/music/Jacopo_Tore/Reading_Sassari_2015/CD_Reading_Sassari_2015_-_2_OK_lafter__giusto/
130375,Kernel panic,Jacopo Tore,ccby,https://freemusicarchive.org/music/Jacopo_Tore/Reading_Sassari_2015/Kernel_panic_1707/
130376,Disturbo?,Jacopo Tore,ccby,https://freemusicarchive.org/music/Jacopo_Tore/Reading_Sassari_2015/CD_Reading_Sassari_2015_-_4_Disturbo/
130377,"Non preoccuparti, leggimi",Jacopo Tore,ccby,https://freemusicarchive.org/music/Jacopo_Tore/Reading_Sassari_2015/CD_Reading_Sassari_2015_-_5_Non_preoccuparti_leggimi/
130378,Meditazione elettrica,Jacopo Tore,ccby,https://freemusicarchive.org/music/Jacopo_Tore/Reading_Sassari_2015/CD_Reading_Sassari_2015_-_6_Meditazione_elettronica/
130396,Notice of Eviction,Legally Blind,ccby,https://freemusicarchive.org/music/Legally_Blind/Legally_Blind/04_-_Notice_of_Eviction/
130397,Salish Sea (electric),Legally Blind,ccby,https://freemusicarchive.org/music/Legally_Blind/Legally_Blind/01_-_Salish_Sea_electric/
130398,Robert's Rules of Order (Pig and Potato War),Legally Blind,ccby,https://freemusicarchive.org/music/Legally_Blind/Legally_Blind/02_-_Roberts_Rules_of_Order_Pig_and_Potato_War/
130399,Political Anthem,Legally Blind,ccby,https://freemusicarchive.org/music/Legally_Blind/Legally_Blind/03_-_Political_Anthem/
130400,No Olympics on Stolen Land,Legally Blind,ccby,https://freemusicarchive.org/music/Legally_Blind/Legally_Blind/05_-_No_Olympics_on_Stolen_Land/
130401,"50,000 Volts of Democracy mp3",Legally Blind,ccby,https://freemusicarchive.org/music/Legally_Blind/Legally_Blind/06_-_50000_Volts_of_Democracy/
130402,Salish Sea (unplugged),Legally Blind,ccby,https://freemusicarchive.org/music/Legally_Blind/Legally_Blind/07_-_Salish_Sea_unplugged/
130403,Robocall,Legally Blind,ccby,https://freemusicarchive.org/music/Legally_Blind/Legally_Blind/08_-_Robocall/
130414,Decade Of Upsets (remaster),Doctor Turtle,ccby,https://freemusicarchive.org/music/Doctor_Turtle/Jonahs_Message_for_New_York/decade_of_upsets_remaster/
130503,Old House,David Mumford,ccby,https://freemusicarchive.org/music/David_Mumford/Night_Moves/David_Mumford_-_Old_House/
130682,Halloween Again,The Zombie Dandies,ccby,https://freemusicarchive.org/music/The_Zombie_Dandies/Halloween_Again/The_Zombie_Dandies_-_01_-_Halloween_Again/
130683,The Friendly Monster Shop,The Zombie Dandies,ccby,https://freemusicarchive.org/music/The_Zombie_Dandies/The_Friendly_Monster_Shop/The_Zombie_Dandies_-_01_-_The_Friendly_Monster_Shop/
130733,The Shelby Blues,David Mumford,ccby,https://freemusicarchive.org/music/David_Mumford/Night_Moves/David_Mumford_-_The_Shelby_Blues/
130786,Which That Is This?,Doctor Turtle,ccby,https://freemusicarchive.org/music/Doctor_Turtle/Jonahs_Message_for_New_York/Which_That_Is_This/
130927,The Stars Look Different (Ziggy Stardust Mix),spinningmerkaba,ccby,https://freemusicarchive.org/music/spinningmerkaba/spinningmerkaba_-_Singles_1759/The_Stars_Look_Different_Ziggy_Stardust_Mix/
131082,News Breaks And Shortly After So Do I (The Pop Song),Steve Combs,ccby,https://freemusicarchive.org/music/Steve_Combs/Apostrophe/Steve_Combs_-_Apostrophe_-_01_News_Breaks_And_Shortly_After_So_Do_I_The_Pop_Song/
131083,This Nice Girl Wants To Bleed Me Dry,Steve Combs,ccby,https://freemusicarchive.org/music/Steve_Combs/Apostrophe/Steve_Combs_-_Apostrophe_-_02_This_Nice_Girl_Wants_To_Bleed_Me_Dry/
131084,Requiem For An Elevator (56 Seconds),Steve Combs,ccby,https://freemusicarchive.org/music/Steve_Combs/Apostrophe/Steve_Combs_-_Apostrophe_-_03_Requiem_For_An_Elevator_56_Seconds/
131085,Sell Me When I Die,Steve Combs,ccby,https://freemusicarchive.org/music/Steve_Combs/Apostrophe/Steve_Combs_-_Apostrophe_-_04_Sell_Me_When_I_Die/
131086,Water From Wine (And Other Lesser Miracles),Steve Combs,ccby,https://freemusicarchive.org/music/Steve_Combs/Apostrophe/Steve_Combs_-_Apostrophe_-_05_Water_From_Wine_And_Other_Lesser_Miracles/
131087,Generica (Fourth Movement)/Sympathy For The D Average Girl,Steve Combs,ccby,https://freemusicarchive.org/music/Steve_Combs/Apostrophe/Steve_Combs_-_Apostrophe_-_06_Generica_Fourth_Movement-Sympathy_For_The_D_Average_Girl/
131119,One Eyed Ghost,The Crypts,ccby,https://freemusicarchive.org/music/The_Crypts/Its_A_Gosh_Darn_Crypts_Party/The_Crypts_-_01_-_One_Eyed_Ghostmp3/
131120,Luck That's Dumb,The Crypts,ccby,https://freemusicarchive.org/music/The_Crypts/Its_A_Gosh_Darn_Crypts_Party/The_Crypts_-_02_-_Luck_Thats_Dumbmp3/
131121,Invisible Friend,The Crypts,ccby,https://freemusicarchive.org/music/The_Crypts/Its_A_Gosh_Darn_Crypts_Party/The_Crypts_-_03_-_Invisible_Friendmp3/
131122,Sea Monster,The Crypts,ccby,https://freemusicarchive.org/music/The_Crypts/Its_A_Gosh_Darn_Crypts_Party/The_Crypts_-_04_-_Sea_Monstermp3/
131123,Werebear,The Crypts,ccby,https://freemusicarchive.org/music/The_Crypts/Its_A_Gosh_Darn_Crypts_Party/The_Crypts_-_05_-_Werebearmp3/
131124,First Time,The Crypts,ccby,https://freemusicarchive.org/music/The_Crypts/Its_A_Gosh_Darn_Crypts_Party/The_Crypts_-_06_-_First_Timemp3/
131125,Tarantula Cake,The Crypts,ccby,https://freemusicarchive.org/music/The_Crypts/Its_A_Gosh_Darn_Crypts_Party/The_Crypts_-_07_-_Tarantula_Cakemp3/
131126,Garbage,The Crypts,ccby,https://freemusicarchive.org/music/The_Crypts/Its_A_Gosh_Darn_Crypts_Party/The_Crypts_-_08_-_Garbagemp3/
131127,Rock Zombie,The Crypts,ccby,https://freemusicarchive.org/music/The_Crypts/Its_A_Gosh_Darn_Crypts_Party/The_Crypts_-_09_-_Rock_Zombiemp3/
131128,TMNT,The Crypts,ccby,https://freemusicarchive.org/music/The_Crypts/Its_A_Gosh_Darn_Crypts_Party/The_Crypts_-_10_-_TMNTmp3/
